date,time_utc,currency,event_name,impact_level,actual_value,forecast_value,previous_value
2016-11-03,5:30am,GBP,BOE Gov Carney Speaks,High,,,
2016-11-03,1:55pm,GBP,MPC Member Cunliffe Speaks,Medium,,,
2016-11-04,7:45am,GBP,MPC Member Forbes Speaks,Medium,,,
2016-11-15,1:30am,GBP,CPI y/y,High,0.9%,1.1%,1.0%
2016-11-15,1:30am,GBP,PPI Input m/m,Medium,4.6%,1.6%,0.1%
2016-11-15,1:30am,GBP,RPI y/y,Medium,2.0%,2.3%,2.0%
2016-11-15,2:00am,GBP,Monetary Policy Report Hearings,High,,,
2016-11-16,1:30am,GBP,Average Earnings Index 3m/y,High,2.3%,2.3%,2.3%
2016-11-16,1:30am,GBP,Claimant Count Change,High,9.8K,1.9K,5.6K
2016-11-16,1:30am,GBP,Unemployment Rate,Medium,4.8%,4.9%,4.9%
2016-11-16,6:00am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2016-11-17,1:30am,GBP,Retail Sales m/m,High,1.9%,0.5%,0.1%
2016-11-18,1:10am,GBP,MPC Member Broadbent Speaks,Medium,,,
2016-11-07,12:30am,GBP,Halifax HPI m/m,Medium,1.4%,0.3%,0.3%
2016-11-08,1:30am,GBP,Manufacturing Production m/m,High,0.6%,0.5%,0.2%
2016-11-08,9:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2016-11-09,1:30am,GBP,Goods Trade Balance,Medium,-12.7B,-11.3B,-11.1B
2016-11-09,10:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2016-11-21,11:25am,GBP,MPC Member Haldane Speaks,Medium,,,
2016-11-22,1:30am,GBP,Public Sector Net Borrowing,Medium,4.3B,5.9B,9.2B
2016-11-23,1:00am,GBP,MPC Member Forbes Speaks,Medium,,,
2016-11-23,4:30am,GBP,Autumn Forecast Statement,High,,,
2016-11-25,1:30am,GBP,Second Estimate GDP q/q,High,0.5%,0.5%,0.5%
2016-11-25,1:30am,GBP,Prelim Business Investment q/q,Medium,0.9%,-0.2%,1.0%
2016-11-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.9B,4.8B,4.7B
2016-11-29,11:00pm,GBP,Bank Stress Test Results,High,,,
2016-11-29,11:00pm,GBP,BOE Financial Stability Report,Medium,,,
2016-12-01,1:30am,GBP,Final Manufacturing PMI,High,53.4,54.4,54.2
2016-12-02,1:30am,GBP,Construction PMI,High,52.8,52.3,52.6
2016-12-05,1:30am,GBP,Final Services PMI,High,55.2,54.2,54.5
2016-12-05,9:00am,GBP,BOE Gov Carney Speaks,High,,,
2016-12-07,12:30am,GBP,Halifax HPI m/m,Medium,0.2%,0.2%,1.5%
2016-12-07,1:30am,GBP,Manufacturing Production m/m,High,-0.9%,0.2%,0.6%
2016-12-09,1:30am,GBP,Goods Trade Balance,Medium,-9.7B,-11.9B,-13.8B
2016-12-21,1:30am,GBP,Public Sector Net Borrowing,Medium,12.2B,11.5B,4.3B
2016-12-23,1:30am,GBP,Current Account,High,-25.5B,-28.3B,-22.1B
2016-12-23,1:30am,GBP,Final GDP q/q,Medium,0.6%,0.5%,0.5%
2016-12-13,1:30am,GBP,CPI y/y,High,1.2%,1.1%,0.9%
2016-12-13,1:30am,GBP,PPI Input m/m,Medium,-1.1%,-0.4%,4.5%
2016-12-13,1:30am,GBP,RPI y/y,Medium,2.2%,2.1%,2.0%
2016-12-14,1:30am,GBP,Average Earnings Index 3m/y,High,2.5%,2.3%,2.4%
2016-12-14,1:30am,GBP,Claimant Count Change,High,2.4K,6.2K,13.3K
2016-12-14,1:30am,GBP,Unemployment Rate,Medium,4.8%,4.8%,4.8%
2016-12-14,4:15am,GBP,BOE Gov Carney Speaks,High,,,
2016-12-15,1:30am,GBP,Retail Sales m/m,High,0.2%,0.2%,1.8%
2016-12-15,4:00am,GBP,Monetary Policy Summary,High,,,
2016-12-15,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2016-12-15,4:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2016-12-15,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2016-12-15,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2017-01-03,1:30am,GBP,Final Manufacturing PMI,High,56.1,53.3,53.6
2017-01-04,1:30am,GBP,Construction PMI,High,54.2,52.6,52.8
2017-01-04,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.1B,4.9B,4.9B
2017-01-05,1:30am,GBP,Final Services PMI,High,56.2,54.8,55.2
2017-01-05,5:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-01-09,12:30am,GBP,Halifax HPI m/m,Medium,1.7%,0.3%,0.6%
2017-01-11,1:30am,GBP,Manufacturing Production m/m,High,1.3%,0.6%,-1.0%
2017-01-11,1:30am,GBP,Goods Trade Balance,Medium,-12.2B,-11.2B,-9.9B
2017-01-11,6:15am,GBP,BOE Gov Carney Speaks,High,,,
2017-01-13,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2017-01-13,1:30am,GBP,MPC Member Saunders Speaks,Medium,,,
2017-01-16,10:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-01-17,1:30am,GBP,CPI y/y,High,1.6%,1.4%,1.2%
2017-01-17,1:30am,GBP,PPI Input m/m,Medium,1.8%,2.2%,-0.6%
2017-01-17,1:30am,GBP,RPI y/y,Medium,2.5%,2.3%,2.2%
2017-01-17,3:45am,GBP,Prime Minister May Speaks,High,,,
2017-01-18,1:30am,GBP,Average Earnings Index 3m/y,High,2.8%,2.6%,2.6%
2017-01-18,1:30am,GBP,Claimant Count Change,High,-10.1K,4.6K,1.3K
2017-01-18,1:30am,GBP,Unemployment Rate,Medium,4.8%,4.8%,4.8%
2017-01-20,1:30am,GBP,Retail Sales m/m,High,-1.9%,-0.1%,-0.1%
2017-01-24,1:30am,GBP,EU Membership Court Ruling,High,,,
2017-01-24,1:30am,GBP,Public Sector Net Borrowing,Medium,6.4B,6.7B,10.8B
2017-01-25,8:50am,GBP,BOE Gov Carney Speaks,High,,,
2017-01-26,1:30am,GBP,Prelim GDP q/q,High,0.6%,0.5%,0.6%
2017-01-31,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.8B,5.3B,5.1B
2017-02-01,1:30am,GBP,Final Manufacturing PMI,High,55.9,55.9,56.1
2017-02-02,1:30am,GBP,Construction PMI,High,52.2,53.9,54.2
2017-02-02,4:00am,GBP,BOE Monetary Policy Report,High,,,
2017-02-02,4:00am,GBP,Monetary Policy Summary,High,,,
2017-02-02,4:00am,GBP,MPC Official Bank Rate Votes,High,0-0-9,0-0-9,0-0-9
2017-02-02,4:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2017-02-02,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-02-02,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2017-02-02,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-02-03,1:30am,GBP,Final Services PMI,High,54.5,55.8,56.2
2017-02-07,12:30am,GBP,Halifax HPI m/m,Medium,-0.9%,0.2%,1.6%
2017-02-08,5:00am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2017-02-09,10:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-02-10,1:30am,GBP,Manufacturing Production m/m,High,2.1%,0.3%,1.4%
2017-02-10,1:30am,GBP,Goods Trade Balance,Medium,-10.9B,-11.5B,-11.6B
2017-02-14,1:30am,GBP,CPI y/y,High,1.8%,1.9%,1.6%
2017-02-14,1:30am,GBP,PPI Input m/m,Medium,1.7%,1.0%,2.7%
2017-02-14,1:30am,GBP,RPI y/y,Medium,2.6%,2.8%,2.5%
2017-02-15,1:30am,GBP,Average Earnings Index 3m/y,High,2.6%,2.8%,2.8%
2017-02-15,1:30am,GBP,Claimant Count Change,High,-42.4K,1.1K,-20.5K
2017-02-15,1:30am,GBP,Unemployment Rate,Medium,4.8%,4.8%,4.8%
2017-02-17,1:30am,GBP,Retail Sales m/m,High,-0.3%,1.0%,-2.1%
2017-02-21,1:30am,GBP,Public Sector Net Borrowing,Medium,-9.8B,-14.4B,4.2B
2017-02-21,2:00am,GBP,Monetary Policy Report Hearings,High,,,
2017-02-22,1:30am,GBP,Second Estimate GDP q/q,High,0.7%,0.6%,0.6%
2017-02-22,1:30am,GBP,Prelim Business Investment q/q,Medium,-1.0%,0.0%,0.4%
2017-02-22,3:00am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2017-02-22,12:00pm,GBP,MPC Member Shafik Speaks,Medium,,,
2017-02-28,1:15am,GBP,MPC Member Hogg Speaks,Medium,,,
2017-03-01,1:30am,GBP,Final Manufacturing PMI,High,54.6,55.7,55.7
2017-03-01,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.8B,4.0B,4.7B
2017-03-02,1:30am,GBP,Construction PMI,High,52.5,52.2,52.2
2017-03-03,1:30am,GBP,Final Services PMI,High,53.3,54.2,54.5
2017-03-06,3:30am,GBP,MPC Member Hogg Speaks,Medium,,,
2017-03-07,12:30am,GBP,Halifax HPI m/m,Medium,0.1%,0.4%,-1.1%
2017-03-08,4:30am,GBP,Annual Budget Release,High,,,
2017-03-10,1:30am,GBP,Manufacturing Production m/m,High,-0.9%,-0.6%,2.2%
2017-03-10,1:30am,GBP,Goods Trade Balance,Medium,-10.8B,-11.1B,-10.9B
2017-03-15,2:30am,GBP,Average Earnings Index 3m/y,High,2.2%,2.4%,2.6%
2017-03-15,2:30am,GBP,Claimant Count Change,High,-11.3K,3.2K,-41.4K
2017-03-15,2:30am,GBP,Unemployment Rate,Medium,4.7%,4.8%,4.8%
2017-03-16,5:00am,GBP,Monetary Policy Summary,High,,,
2017-03-16,5:00am,GBP,MPC Official Bank Rate Votes,High,1-0-8,0-0-9,0-0-9
2017-03-16,5:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2017-03-16,5:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-03-16,5:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2017-03-20,11:20am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-03-21,2:30am,GBP,CPI y/y,High,2.3%,2.1%,1.8%
2017-03-21,2:30am,GBP,PPI Input m/m,Medium,-0.4%,0.2%,1.6%
2017-03-21,2:30am,GBP,Public Sector Net Borrowing,Medium,1.1B,2.9B,-11.7B
2017-03-21,2:30am,GBP,RPI y/y,Medium,3.2%,2.9%,2.6%
2017-03-21,3:35am,GBP,BOE Gov Carney Speaks,High,,,
2017-03-23,2:00am,GBP,MPC Member Broadbent Speaks,Medium,,,
2017-03-23,2:30am,GBP,Retail Sales m/m,High,1.4%,0.4%,-0.5%
2017-03-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.9B,4.9B,4.8B
2017-03-31,1:30am,GBP,Current Account,High,-12.1B,-16.3B,-25.7B
2017-03-31,1:30am,GBP,Final GDP q/q,Medium,0.7%,0.7%,0.7%
2017-03-31,2:00pm,GBP,MPC Member Haldane Speaks,Medium,,,
2017-04-03,1:30am,GBP,Final Manufacturing PMI,High,54.2,55.1,54.5
2017-04-04,1:30am,GBP,Construction PMI,High,52.2,52.5,52.5
2017-04-05,1:30am,GBP,Final Services PMI,High,55.0,53.5,53.3
2017-04-05,5:30am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2017-04-07,12:30am,GBP,Halifax HPI m/m,Medium,0.0%,0.2%,0.0%
2017-04-07,1:30am,GBP,Manufacturing Production m/m,High,-0.1%,0.3%,-1.0%
2017-04-07,1:30am,GBP,Goods Trade Balance,Medium,-12.5B,-10.9B,-12.0B
2017-04-07,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2017-04-11,1:30am,GBP,CPI y/y,High,2.3%,2.2%,2.3%
2017-04-11,1:30am,GBP,PPI Input m/m,Medium,0.4%,-0.5%,-0.1%
2017-04-11,1:30am,GBP,RPI y/y,Medium,3.1%,3.1%,3.2%
2017-04-12,1:30am,GBP,Average Earnings Index 3m/y,High,2.3%,2.1%,2.3%
2017-04-12,1:30am,GBP,Claimant Count Change,Medium,25.5K,-10.2K,-6.1K
2017-04-12,1:30am,GBP,Unemployment Rate,Medium,4.7%,4.7%,4.7%
2017-04-12,1:40am,GBP,BOE Gov Carney Speaks,High,,,
2017-04-13,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2017-04-18,3:05am,GBP,Prime Minister May Speaks,High,,,
2017-04-20,8:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-04-20,9:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-04-21,1:30am,GBP,Retail Sales m/m,High,-1.8%,-0.3%,1.7%
2017-04-21,4:45am,GBP,MPC Member Saunders Speaks,Medium,,,
2017-04-25,1:30am,GBP,Public Sector Net Borrowing,Medium,4.4B,2.6B,-0.7B
2017-04-28,1:30am,GBP,Prelim GDP q/q,High,0.3%,0.4%,0.7%
2017-05-02,1:30am,GBP,Final Manufacturing PMI,High,57.3,54.0,54.2
2017-05-03,1:30am,GBP,Construction PMI,High,53.1,52.1,52.2
2017-05-04,1:30am,GBP,Final Services PMI,High,55.8,54.6,55.0
2017-05-04,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.7B,4.5B,4.9B
2017-05-08,12:30am,GBP,Halifax HPI m/m,Medium,-0.1%,0.1%,0.0%
2017-05-11,1:30am,GBP,Manufacturing Production m/m,High,-0.6%,-0.2%,-0.3%
2017-05-11,1:30am,GBP,Goods Trade Balance,Medium,-13.4B,-11.7B,-11.4B
2017-05-11,4:00am,GBP,BOE Monetary Policy Report,High,,,
2017-05-11,4:00am,GBP,Monetary Policy Summary,High,,,
2017-05-11,4:00am,GBP,MPC Official Bank Rate Votes,High,1-0-7,1-0-7,1-0-8
2017-05-11,4:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2017-05-11,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-05-11,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-8,0-0-8,0-0-9
2017-05-11,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-05-15,7:00am,GBP,Prime Minister May Speaks,High,,,
2017-05-16,1:30am,GBP,CPI y/y,High,2.7%,2.6%,2.3%
2017-05-16,1:30am,GBP,PPI Input m/m,Medium,0.1%,0.1%,0.0%
2017-05-16,1:30am,GBP,RPI y/y,Medium,3.5%,3.4%,3.1%
2017-05-17,1:30am,GBP,Average Earnings Index 3m/y,High,2.4%,2.4%,2.3%
2017-05-17,1:30am,GBP,Claimant Count Change,Medium,19.4K,23.4K,33.5K
2017-05-17,1:30am,GBP,Unemployment Rate,Medium,4.6%,4.7%,4.7%
2017-05-18,1:30am,GBP,Retail Sales m/m,High,2.3%,1.2%,-1.4%
2017-05-22,11:00am,GBP,Prime Minister May Speaks,High,,,
2017-05-23,1:30am,GBP,Public Sector Net Borrowing,Medium,9.6B,8.0B,2.3B
2017-05-25,1:30am,GBP,Second Estimate GDP q/q,High,0.2%,0.3%,0.3%
2017-05-25,1:30am,GBP,Prelim Business Investment q/q,Medium,0.6%,0.3%,-0.9%
2017-05-31,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.3B,4.5B,4.7B
2017-06-01,1:30am,GBP,Final Manufacturing PMI,High,56.7,56.5,57.3
2017-06-02,1:30am,GBP,Construction PMI,High,56.0,52.7,53.1
2017-06-05,1:30am,GBP,Final Services PMI,High,53.8,55.1,55.8
2017-06-07,12:30am,GBP,Halifax HPI m/m,Medium,0.4%,-0.2%,0.0%
2017-06-08,All Day,GBP,Parliamentary Elections,High,,,
2017-06-09,1:30am,GBP,Manufacturing Production m/m,High,0.2%,0.8%,-0.6%
2017-06-09,1:30am,GBP,Goods Trade Balance,Medium,-10.4B,-12.0B,-12.0B
2017-06-13,1:30am,GBP,CPI y/y,High,2.9%,2.7%,2.7%
2017-06-13,1:30am,GBP,PPI Input m/m,Medium,-1.3%,-0.5%,-0.3%
2017-06-13,1:30am,GBP,RPI y/y,Medium,3.7%,3.5%,3.5%
2017-06-14,1:30am,GBP,Average Earnings Index 3m/y,High,2.1%,2.4%,2.3%
2017-06-14,1:30am,GBP,Claimant Count Change,Medium,7.3K,12.5K,22.0K
2017-06-14,1:30am,GBP,Unemployment Rate,Medium,4.6%,4.6%,4.6%
2017-06-15,1:30am,GBP,Retail Sales m/m,High,-1.2%,-0.9%,2.5%
2017-06-15,4:00am,GBP,Monetary Policy Summary,High,,,
2017-06-15,4:00am,GBP,MPC Official Bank Rate Votes,High,3-0-5,1-0-7,1-0-7
2017-06-15,4:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2017-06-15,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-06-15,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-8,0-0-8,0-0-8
2017-06-20,12:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-06-21,1:30am,GBP,Public Sector Net Borrowing,Medium,6.0B,7.3B,8.7B
2017-06-21,4:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-06-27,2:30am,GBP,BOE Financial Stability Report,High,,,
2017-06-27,3:00am,GBP,BOE Gov Carney Speaks,High,,,
2017-06-28,6:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-06-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.3B,4.0B,4.2B
2017-06-30,1:30am,GBP,Current Account,High,-16.9B,-17.2B,-12.1B
2017-06-30,1:30am,GBP,Final GDP q/q,Medium,0.2%,0.2%,0.2%
2017-07-03,1:30am,GBP,Final Manufacturing PMI,High,54.3,56.4,56.3
2017-07-03,10:30am,GBP,MPC Member Haldane Speaks,High,,,
2017-07-04,1:30am,GBP,Construction PMI,High,54.8,55.0,56.0
2017-07-05,1:30am,GBP,Final Services PMI,High,53.4,53.6,53.8
2017-07-07,12:30am,GBP,Halifax HPI m/m,Medium,-1.0%,0.2%,0.3%
2017-07-07,1:30am,GBP,Manufacturing Production m/m,High,-0.2%,0.5%,0.2%
2017-07-07,1:30am,GBP,Goods Trade Balance,Medium,-11.9B,-10.8B,-10.6B
2017-07-07,1:51am,GBP,BOE Gov Carney Speaks,High,,,
2017-07-08,2:45am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2017-07-11,3:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-07-11,5:30am,GBP,MPC Member Broadbent Speaks,Medium,,,
2017-07-12,1:30am,GBP,Average Earnings Index 3m/y,High,1.8%,1.8%,2.1%
2017-07-12,1:30am,GBP,Claimant Count Change,Medium,5.9K,10.5K,7.5K
2017-07-12,1:30am,GBP,Unemployment Rate,Medium,4.5%,4.6%,4.6%
2017-07-13,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2017-07-18,1:30am,GBP,CPI y/y,High,2.6%,2.9%,2.9%
2017-07-18,1:30am,GBP,PPI Input m/m,Medium,-0.4%,-0.8%,-0.7%
2017-07-18,1:30am,GBP,RPI y/y,Medium,3.5%,3.6%,3.7%
2017-07-18,6:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-07-20,1:30am,GBP,Retail Sales m/m,High,0.6%,0.4%,-1.1%
2017-07-21,1:30am,GBP,Public Sector Net Borrowing,Medium,6.3B,4.3B,6.4B
2017-07-25,10:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-07-26,1:30am,GBP,Prelim GDP q/q,High,0.3%,0.3%,0.2%
2017-07-31,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.6B,4.9B,5.7B
2017-08-01,1:30am,GBP,Final Manufacturing PMI,High,55.1,54.4,54.2
2017-08-02,1:30am,GBP,Construction PMI,High,51.9,54.3,54.8
2017-08-03,1:30am,GBP,Final Services PMI,High,53.8,53.6,53.4
2017-08-03,4:00am,GBP,BOE Monetary Policy Report,High,,,
2017-08-03,4:00am,GBP,Monetary Policy Summary,High,,,
2017-08-03,4:00am,GBP,MPC Official Bank Rate Votes,High,2-0-6,2-0-6,3-0-5
2017-08-03,4:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2017-08-03,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-08-03,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-8,0-0-8,0-0-8
2017-08-03,4:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-08-07,12:30am,GBP,Halifax HPI m/m,Medium,0.4%,0.3%,-0.9%
2017-08-10,1:30am,GBP,Manufacturing Production m/m,High,0.0%,0.0%,-0.1%
2017-08-10,1:30am,GBP,Goods Trade Balance,Medium,-12.7B,-11.0B,-11.3B
2017-08-15,1:30am,GBP,CPI y/y,High,2.6%,2.7%,2.6%
2017-08-15,1:30am,GBP,PPI Input m/m,Medium,0.0%,0.4%,-0.3%
2017-08-15,1:30am,GBP,RPI y/y,Medium,3.6%,3.5%,3.5%
2017-08-16,1:30am,GBP,Average Earnings Index 3m/y,High,2.1%,1.8%,1.9%
2017-08-16,1:30am,GBP,Claimant Count Change,Medium,-4.2K,3.2K,3.5K
2017-08-16,1:30am,GBP,Unemployment Rate,Medium,4.4%,4.5%,4.5%
2017-08-17,1:30am,GBP,Retail Sales m/m,High,0.3%,0.2%,0.3%
2017-08-22,1:30am,GBP,Public Sector Net Borrowing,Medium,-0.8B,0.0B,5.7B
2017-08-24,1:30am,GBP,Second Estimate GDP q/q,High,0.3%,0.3%,0.3%
2017-08-24,1:30am,GBP,Prelim Business Investment q/q,Medium,0.0%,0.2%,0.6%
2017-08-30,1:30am,GBP,Net Lending to Individuals m/m,Medium,4.8B,5.3B,5.5B
2017-08-31,12:25am,GBP,MPC Member Saunders Speaks,Medium,,,
2017-09-01,1:30am,GBP,Final Manufacturing PMI,High,56.9,55.0,55.3
2017-09-12,1:30am,GBP,CPI y/y,High,2.9%,2.8%,2.6%
2017-09-12,1:30am,GBP,PPI Input m/m,Medium,1.6%,1.2%,-0.2%
2017-09-12,1:30am,GBP,RPI y/y,Medium,3.9%,3.7%,3.6%
2017-09-13,1:30am,GBP,Average Earnings Index 3m/y,High,2.1%,2.3%,2.1%
2017-09-13,1:30am,GBP,Claimant Count Change,Medium,-2.8K,0.8K,-2.9K
2017-09-13,1:30am,GBP,Unemployment Rate,Medium,4.3%,4.4%,4.4%
2017-09-14,4:00am,GBP,Monetary Policy Summary,High,,,
2017-09-14,4:00am,GBP,MPC Official Bank Rate Votes,High,2-0-7,2-0-7,2-0-6
2017-09-14,4:00am,GBP,Official Bank Rate,High,0.25%,0.25%,0.25%
2017-09-14,4:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-09-14,4:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-8
2017-09-15,1:50am,GBP,MPC Member Vlieghe Speaks,Medium,,,
2017-09-04,1:30am,GBP,Construction PMI,High,51.1,52.1,51.9
2017-09-05,1:30am,GBP,Final Services PMI,High,53.2,53.5,53.8
2017-09-07,12:30am,GBP,Halifax HPI m/m,Medium,1.1%,0.2%,0.7%
2017-09-08,1:30am,GBP,Manufacturing Production m/m,High,0.5%,0.3%,0.0%
2017-09-08,1:30am,GBP,Goods Trade Balance,Medium,-11.6B,-11.9B,-11.5B
2017-09-18,8:00am,GBP,BOE Gov Carney Speaks,High,,,
2017-09-20,1:30am,GBP,Retail Sales m/m,High,1.0%,0.2%,0.6%
2017-09-21,1:30am,GBP,Public Sector Net Borrowing,Medium,5.1B,6.5B,-1.3B
2017-09-22,6:29am,GBP,Prime Minister May Speaks,High,,,
2017-09-28,1:15am,GBP,BOE Gov Carney Speaks,High,,,
2017-09-28,1:49am,GBP,Prime Minister May Speaks,High,,,
2017-09-29,1:30am,GBP,Current Account,High,-23.2B,-15.8B,-22.3B
2017-09-29,1:30am,GBP,Final GDP q/q,Medium,0.3%,0.3%,0.3%
2017-09-29,1:30am,GBP,Net Lending to Individuals m/m,Medium,5.6B,5.0B,4.8B
2017-09-29,6:45am,GBP,MPC Member Broadbent Speaks,Medium,,,
2017-09-29,7:00am,GBP,BOE Gov Carney Speaks,High,,,
2017-10-10,1:30am,GBP,Manufacturing Production m/m,High,0.4%,0.2%,0.4%
2017-10-10,1:30am,GBP,Goods Trade Balance,Medium,-14.2B,-11.4B,-12.8B
2017-10-12,1:30am,GBP,BOE Credit Conditions Survey,Medium,,,
2017-10-01,2:00am,GBP,Prime Minister May Speaks,High,,,
2017-10-02,1:30am,GBP,Final Manufacturing PMI,High,55.9,56.3,56.7
2017-10-03,1:30am,GBP,Construction PMI,High,48.1,51.1,51.1
2017-10-04,1:30am,GBP,Final Services PMI,High,53.6,53.2,53.2
2017-10-05,9:00am,GBP,MPC Member McCafferty Speaks,Medium,,,
2017-10-05,10:30am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-10-06,12:30am,GBP,Halifax HPI m/m,Medium,0.8%,0.0%,1.5%
2017-10-06,5:00am,GBP,MPC Member Haldane Speaks,Medium,,,
2017-10-17,1:15am,GBP,MPC Member Ramsden Speaks,Medium,,,
2017-10-17,1:30am,GBP,CPI y/y,High,3.0%,3.0%,2.9%
2017-10-17,1:30am,GBP,PPI Input m/m,Medium,0.4%,1.2%,2.3%
2017-10-17,1:30am,GBP,RPI y/y,Medium,3.9%,4.0%,3.9%
2017-10-17,2:15am,GBP,MPC Member Tenreyro Speaks,Medium,,,
2017-10-17,3:15am,GBP,BOE Gov Carney Speaks,High,,,
2017-10-18,1:30am,GBP,Average Earnings Index 3m/y,High,2.2%,2.1%,2.2%
2017-10-18,1:30am,GBP,Claimant Count Change,Medium,1.7K,1.3K,-0.2K
2017-10-18,1:30am,GBP,Unemployment Rate,Medium,4.3%,4.3%,4.3%
2017-10-19,1:30am,GBP,Retail Sales m/m,High,-0.8%,-0.1%,0.9%
2017-10-20,1:30am,GBP,Public Sector Net Borrowing,Medium,5.3B,5.7B,4.1B
2017-10-25,1:30am,GBP,Prelim GDP q/q,High,0.4%,0.3%,0.3%
2017-10-30,2:30am,GBP,Net Lending to Individuals m/m,Medium,5.5B,5.5B,5.7B
2017-11-01,2:30am,GBP,Final Manufacturing PMI,High,56.3,55.8,56.0
2017-11-02,2:30am,GBP,Construction PMI,High,50.8,48.3,48.1
2017-11-02,5:00am,GBP,BOE Monetary Policy Report,High,,,
2017-11-02,5:00am,GBP,Monetary Policy Summary,High,,,
2017-11-02,5:00am,GBP,MPC Official Bank Rate Votes,High,7-0-2,6-0-3,2-0-7
2017-11-02,5:00am,GBP,Official Bank Rate,High,0.50%,0.50%,0.25%
2017-11-02,5:00am,GBP,Asset Purchase Facility,Medium,435B,435B,435B
2017-11-02,5:00am,GBP,MPC Asset Purchase Facility Votes,Medium,0-0-9,0-0-9,0-0-9
2017-11-02,5:30am,GBP,BOE Gov Carney Speaks,High,,,
2017-11-03,2:30am,GBP,Final Services PMI,High,55.6,53.3,53.6
2017-11-07,12:30am,GBP,Halifax HPI m/m,Medium,0.3%,0.2%,0.8%
2017-11-10,1:30am,GBP,Manufacturing Production m/m,High,0.7%,0.3%,0.4%
2017-11-10,1:30am,GBP,Goods Trade Balance,Medium,-11.3B,-12.9B,-12.4B
2017-11-14,1:30am,GBP,CPI y/y,High,3.0%,3.1%,3.0%
2017-11-14,1:30am,GBP,PPI Input m/m,Medium,1.0%,0.8%,0.2%
2017-11-14,1:30am,GBP,RPI y/y,Medium,4.0%,4.1%,3.9%
2017-11-14,2:00am,GBP,BOE Gov Carney Speaks,High,,,
2017-11-14,9:30am,GBP,MPC Member Cunliffe Speaks,Medium,,,
2017-11-15,1:30am,GBP,Average Earnings Index 3m/y,High,2.2%,2.1%,2.3%
