datetime_utc,open,high,low,close,volume,session,date
2023-12-15 20:00:00,180.419,180.461,180.101,180.181,10420.11,late_ny_early_sydney,2023-12-15
2023-12-17 20:00:00,180.063,180.369,179.806,180.345,5126.73,late_ny_early_sydney,2023-12-17
2023-12-18 00:00:00,180.342,180.628,180.171,180.471,26827.15,late_sydney_early_asian,2023-12-18
2023-12-18 04:00:00,180.473,180.838,180.4,180.689,19379.57,asian_early_london,2023-12-18
2023-12-18 08:00:00,180.689,180.888,180.368,180.626,38050.33,london,2023-12-18
2023-12-18 12:00:00,180.631,181.174,180.571,180.956,44994.67,london_ny_overlap,2023-12-18
2023-12-18 16:00:00,180.949,181.015,180.586,180.601,26520.02,ny,2023-12-18
2023-12-18 20:00:00,180.601,180.773,180.337,180.537,12773.99,late_ny_early_sydney,2023-12-18
2023-12-19 00:00:00,180.526,181.948,180.034,181.691,40821.94,late_sydney_early_asian,2023-12-19
2023-12-19 04:00:00,181.69,182.628,180.394,182.614,42582.880000000005,asian_early_london,2023-12-19
2023-12-19 08:00:00,182.615,184.17,182.598,183.913,43481.34,london,2023-12-19
2023-12-19 12:00:00,183.913,184.063,183.101,183.181,55543.85,london_ny_overlap,2023-12-19
2023-12-19 16:00:00,183.181,183.311,183.024,183.084,25685.08,ny,2023-12-19
2023-12-19 20:00:00,183.079,183.272,182.815,183.206,14556.599999999999,late_ny_early_sydney,2023-12-19
2023-12-20 00:00:00,183.206,183.331,182.698,182.767,34734.26,late_sydney_early_asian,2023-12-20
2023-12-20 04:00:00,182.767,182.818,181.266,181.763,46078.94,asian_early_london,2023-12-20
2023-12-20 08:00:00,181.767,181.873,181.348,181.367,45695.06,london,2023-12-20
2023-12-20 12:00:00,181.367,182.053,181.262,182.009,59172.57,london_ny_overlap,2023-12-20
2023-12-20 16:00:00,182.014,182.353,181.788,181.79,34224.87,ny,2023-12-20
2023-12-20 20:00:00,181.787,181.832,180.985,181.383,31251.69,late_ny_early_sydney,2023-12-20
2023-12-21 00:00:00,181.383,181.401,180.429,180.523,33311.52,late_sydney_early_asian,2023-12-21
2023-12-21 04:00:00,180.522,181.102,180.498,180.999,25561.370000000003,asian_early_london,2023-12-21
2023-12-21 08:00:00,180.995,181.109,180.51,180.745,39532.68,london,2023-12-21
2023-12-21 12:00:00,180.744,180.868,179.842,179.88,75091.26,london_ny_overlap,2023-12-21
2023-12-21 16:00:00,179.882,180.452,179.774,180.39,45348.42,ny,2023-12-21
2023-12-21 20:00:00,180.391,180.485,180.031,180.122,17536.690000000002,late_ny_early_sydney,2023-12-21
2023-12-22 00:00:00,180.12,180.773,179.933,180.719,36151.48,late_sydney_early_asian,2023-12-22
2023-12-22 04:00:00,180.719,180.919,180.346,180.488,33071.37,asian_early_london,2023-12-22
2023-12-22 08:00:00,180.49,181.049,180.239,180.746,40272.95,london,2023-12-22
2023-12-22 12:00:00,180.752,181.143,180.537,180.964,71643.19,london_ny_overlap,2023-12-22
2023-12-22 16:00:00,180.966,181.323,180.801,180.946,48329.490000000005,ny,2023-12-22
2023-12-22 20:00:00,180.945,180.979,180.783,180.793,9816.810000000001,late_ny_early_sydney,2023-12-22
2023-12-25 00:00:00,180.586,180.823,180.201,180.208,511.13,late_sydney_early_asian,2023-12-25
2023-12-25 04:00:00,180.207,180.747,180.185,180.652,1516.8500000000001,asian_early_london,2023-12-25
2023-12-25 20:00:00,180.421,180.828,180.351,180.694,4152.78,late_ny_early_sydney,2023-12-25
2023-12-26 00:00:00,180.697,180.812,180.501,180.756,9515.93,late_sydney_early_asian,2023-12-26
2023-12-26 04:00:00,180.756,180.805,180.569,180.679,9124.94,asian_early_london,2023-12-26
2023-12-26 08:00:00,180.676,180.885,180.639,180.725,19163.06,london,2023-12-26
2023-12-26 12:00:00,180.723,181.158,180.636,181.158,21790.95,london_ny_overlap,2023-12-26
2023-12-26 16:00:00,181.165,181.278,180.961,181.265,8798.59,ny,2023-12-26
2023-12-26 20:00:00,181.261,181.326,180.915,181.324,7111.2,late_ny_early_sydney,2023-12-26
2023-12-27 00:00:00,181.322,181.659,181.259,181.401,19807.72,late_sydney_early_asian,2023-12-27
2023-12-27 04:00:00,181.401,181.864,181.395,181.7,15248.35,asian_early_london,2023-12-27
